AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeuponOutcomeInMonths,OutcomeMonth
A720430,Sabrina,2/14/16 16:59,Adoption,,Dog,Spayed Female,8 months,Norwegian Elkhound Mix,Black,8,2
A664624,Smurfy,11/7/13 14:12,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,24,11
A707494,Karamel,7/24/15 16:06,Return_to_owner,,Dog,Intact Female,9 years,Pit Bull Mix,Tan/White,108,7
A693092,Greta,1/24/15 11:33,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie,2,1
A676379,Hunter,4/20/14 17:42,Return_to_owner,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown,12,4
A702841,Fluff,7/31/15 11:06,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair,Brown Tabby,3,7
A694205,,12/24/14 11:40,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,2,12
A706704,,7/3/15 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby,12,7
A678179,Maggie,6/21/14 18:42,Return_to_owner,,Dog,Spayed Female,11 years,Chow Chow Mix,Gray,132,6
A694733,Iris,1/9/15 13:26,Transfer,Partner,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,12,1
A705803,Gucci,6/23/15 11:07,Return_to_owner,,Dog,Neutered Male,3 years,Boston Terrier Mix,Brown Brindle/White,36,6
A716241,Sanders,12/23/15 13:38,Transfer,Partner,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,3,12
A692515,Honey,2/20/15 11:58,Transfer,Partner,Dog,Spayed Female,2 years,Pointer Mix,Black/White,24,2
A670654,Toby,9/4/14 14:24,Transfer,Partner,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Black/White,10,9
A702772,Velo,5/26/15 12:20,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White,2,5
A707684,Guppy,8/22/15 18:35,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,2,8
A708459,,8/1/15 16:40,Adoption,,Dog,Spayed Female,7 months,Chihuahua Shorthair/Welsh Terrier,Black/Brown,7,8
A689848,Tonka,10/25/14 17:17,Transfer,Partner,Dog,Neutered Male,7 years,Miniature Pinscher Mix,Black/Brown,84,10
A704201,,6/2/15 15:24,Euthanasia,Suffering,Cat,Intact Female,8 years,Domestic Shorthair Mix,Tortie Point,96,6
A702175,,5/16/15 10:50,Return_to_owner,,Dog,Neutered Male,4 years,American Bulldog Mix,Blue/White,48,5
A718014,Lucas,12/23/15 16:55,Return_to_owner,,Dog,Neutered Male,2 years,Rat Terrier Mix,White/Black,24,12
A701402,Jack,5/19/15 14:18,Transfer,Partner,Dog,Intact Male,6 years,Greyhound,Brown Brindle/White,72,5
A679269,Tempo,5/19/14 18:53,Return_to_owner,,Dog,Neutered Male,5 years,Australian Shepherd,Tricolor,60,5
A669076,,12/21/13 18:35,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,2,12
A706067,,6/29/15 13:55,Transfer,Partner,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,White/Black,1,6
A663721,Molly,10/4/13 14:54,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair/Domestic Medium Hair,Black,2,10
A693404,Kira,12/11/14 16:11,Transfer,Partner,Dog,Spayed Female,2 years,Border Collie Mix,Black/White,24,12
A304036,Pepito,6/14/15 16:09,Adoption,,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Brown Tabby/White,156,6
A549834,Danny,1/6/15 18:13,Adoption,,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,White/Brown,60,1
A707397,Chad,7/17/15 14:18,Transfer,Partner,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby,2,7
A684760,,8/1/14 17:53,Adoption,Foster,Cat,Spayed Female,5 months,Siamese Mix,Lilac Point,5,8
A700135,Anya,4/20/15 14:08,Transfer,Partner,Cat,Intact Female,2 years,Siamese Mix,Lynx Point,24,4
A701461,Doe Girl,5/2/15 18:20,Return_to_owner,,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White,60,5
A555012,Jeremiah,10/13/14 13:21,Adoption,,Dog,Neutered Male,9 years,Pit Bull Mix,Red,108,10
A669095,,12/20/13 15:25,Transfer,Partner,Dog,Neutered Male,10 months,Boxer,Black/White,10,12
A666455,,11/7/13 13:02,Transfer,Partner,Dog,Neutered Male,4 months,Dachshund/Bloodhound,Brown/White,4,11
A667616,Arctic,5/14/14 19:02,Euthanasia,Aggressive,Dog,Neutered Male,4 years,Australian Cattle Dog Mix,Blue Tick/White,48,5
A711296,,9/9/15 17:50,Adoption,,Dog,Neutered Male,3 months,Plott Hound Mix,Brown Brindle,3,9
A662557,Austin,10/4/14 16:22,Transfer,Partner,Dog,Neutered Male,6 years,Pit Bull Mix,Blue,72,10
A677600,Mario,6/3/14 14:05,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Longhair Mix,Orange Tabby,2,6
A685622,Duke,8/14/14 16:13,Transfer,Partner,Dog,Intact Male,5 months,Treeing Walker Coonhound/Labrador Retriever,Tan/Black,5,8
A670633,Fiona,1/15/14 12:58,Transfer,Partner,Dog,Intact Female,5 months,Plott Hound Mix,Brown Brindle,5,1
A548276,Lillian,5/20/15 17:49,Return_to_owner,,Dog,Spayed Female,8 years,Cocker Spaniel,Buff,96,5
A716512,Dexter,11/20/15 17:39,Return_to_owner,,Dog,Neutered Male,2 years,St. Bernard Smooth Coat Mix,Brown/White,24,11
A675081,Pongo,4/5/14 17:34,Adoption,,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,White/Black,84,4
A688558,Tiney,10/1/14 15:51,Transfer,Partner,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Orange Tabby,8,10
A694367,Clay,1/3/15 18:17,Adoption,,Dog,Neutered Male,2 years,Labrador Retriever/Australian Cattle Dog,White/Brown,24,1
A690036,Flo,10/17/14 16:59,Transfer,Partner,Dog,Intact Female,6 months,Boxer,Tan/White,6,10
A711323,,9/13/15 0:00,Euthanasia,Suffering,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Black,0.25,9
A720206,Tug,2/11/16 14:20,Adoption,,Dog,Neutered Male,6 months,Mastiff Mix,Yellow Brindle/White,6,2
A679086,Smores,5/26/14 14:48,Transfer,Partner,Cat,Intact Female,2 years,Domestic Shorthair Mix,Brown Tabby/White,24,5
A683806,Callie,8/1/14 15:45,Adoption,,Dog,Intact Female,2 months,Border Collie/Great Pyrenees,Cream/White,2,8
A697240,Tulip,2/20/15 14:57,Transfer,Partner,Dog,Intact Female,4 months,Beagle Mix,Black/White,4,2
A682541,Maisy,7/3/14 14:21,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby,24,7
A678071,,5/3/14 16:15,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.75,5
A692922,Finch,11/30/14 18:42,Return_to_owner,,Dog,Spayed Female,4 years,Jack Russell Terrier Mix,White,48,11
A691441,,11/9/14 12:10,Adoption,,Dog,Neutered Male,4 months,Cavalier Span Mix,Black/White,4,11
A666354,,11/3/13 17:00,Transfer,Partner,Dog,Neutered Male,3 years,Miniature Poodle Mix,Apricot,36,11
A708468,Pio,8/29/15 15:07,Adoption,,Dog,Neutered Male,7 months,Pointer Mix,White/Black,7,8
A692774,Cookie,11/30/14 13:27,Return_to_owner,,Dog,Spayed Female,6 years,Bulldog Mix,White/Black,72,11
A706985,Melanie,7/20/15 14:56,Transfer,Partner,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Black/White,4,7
A679160,,6/30/14 17:15,Adoption,Foster,Dog,Spayed Female,1 month,Labrador Retriever/German Shepherd,Black/White,1,6
A624160,Nina,4/18/14 17:29,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown/White,24,4
A695892,Ember,2/1/15 18:45,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Torbie,36,2
A678481,,5/9/14 15:28,Transfer,Partner,Cat,Intact Male,1 week,Domestic Shorthair Mix,Black,0.25,5
A663915,Mustachio,11/16/13 15:09,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,2,11
A681502,Izy,6/22/14 17:06,Transfer,Partner,Dog,Spayed Female,2 months,Australian Shepherd/Labrador Retriever,Tan/White,2,6
A333659,Tyoma,10/27/13 19:17,Return_to_owner,,Dog,Neutered Male,9 years,Cocker Spaniel Mix,Red/Black,108,10
A675415,,3/27/14 15:01,Transfer,Partner,Cat,Intact Female,3 weeks,Siamese Mix,Lynx Point,0.75,3
A683427,,7/21/14 12:51,Died,In Kennel,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,1,7
A670816,Tommy,8/4/14 14:34,Adoption,Foster,Dog,Neutered Male,2 years,Chinese Sharpei/Great Dane,Blue,24,8
A693785,,12/18/14 16:52,Adoption,,Dog,Neutered Male,4 months,Border Collie Mix,White/Black,4,12
A668384,Juneau,12/27/13 18:55,Adoption,,Dog,Spayed Female,1 year,German Shepherd Mix,Brown/Black,12,12
A717066,Frankie,2/13/16 12:56,Adoption,Foster,Dog,Spayed Female,2 months,Chihuahua Shorthair/Cardigan Welsh Corgi,Tan/White,2,2
A683816,Fritz,7/19/14 13:43,Adoption,,Dog,Neutered Male,7 years,Dachshund Mix,Brown,84,7
A689776,Hunter,10/24/14 18:40,Adoption,,Dog,Neutered Male,10 months,Pit Bull Mix,White/Tan,10,10
A702026,Opie,7/9/15 11:43,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White,2,7
A670719,,1/17/14 17:09,Return_to_owner,,Dog,Neutered Male,7 months,Dachshund/Beagle,Tricolor,7,1
A047759,Oreo,4/7/14 15:12,Transfer,Partner,Dog,Neutered Male,10 years,Dachshund,Tricolor,120,4
A707880,Herschel,8/8/15 16:10,Adoption,,Dog,Neutered Male,7 months,American Pit Bull Terrier/Pointer,Chocolate/White,7,8
A676054,,4/7/14 16:30,Adoption,,Dog,Neutered Male,2 years,Plott Hound Mix,Brown Brindle/White,24,4
A720425,Chikilin,2/14/16 13:37,Adoption,,Dog,Neutered Male,8 years,Chihuahua Shorthair Mix,Tricolor,96,2
A680106,,5/29/14 8:00,Transfer,SCRP,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby,12,5
A665386,,10/22/13 15:06,Transfer,Partner,Dog,Intact Female,1 year,Chihuahua Shorthair/Rat Terrier,White/Black,12,10
A697735,,2/28/15 9:00,Transfer,SCRP,Cat,Intact Male,6 months,Domestic Shorthair Mix,Brown Tabby/White,6,2
A685806,Izzy,9/2/14 18:29,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby/White,2,9
A701430,Fido,5/10/15 19:27,Adoption,,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown,24,5
A555113,Roper,5/4/15 13:46,Return_to_owner,,Dog,Neutered Male,9 years,Border Collie Mix,Black/White,108,5
A692543,Karma,12/6/14 18:08,Adoption,,Dog,Spayed Female,5 years,Catahoula Mix,Red Merle/White,60,12
A674466,,3/13/14 14:58,Transfer,Partner,Dog,Intact Male,5 days,Pit Bull Mix,Fawn,0.166666667,3
A708991,Heidi,8/7/15 17:38,Transfer,Partner,Dog,Spayed Female,6 months,German Shepherd Mix,Black/Tan,6,8
A704564,Eliza,6/24/15 16:45,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White,2,6
A654512,Taylor,10/28/13 12:30,Transfer,Partner,Dog,Neutered Male,4 years,Plott Hound Mix,Brown Brindle/White,48,10
A694763,Zeus,1/4/15 14:39,Return_to_owner,,Dog,Intact Male,1 year,Pit Bull Mix,Brown Brindle/White,12,1
A704272,Summa,6/28/15 17:01,Adoption,,Dog,Spayed Female,8 months,Plott Hound Mix,Brown Brindle/White,8,6
A698295,Nutsy,3/15/15 16:10,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby/White,1,3
A714506,,10/25/15 9:00,Transfer,SCRP,Cat,Intact Female,6 months,Domestic Shorthair Mix,Tortie,6,10
A594068,Erin Dawn,6/24/15 16:39,Transfer,Partner,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Orange Tabby/White,60,6
A692805,Max,11/26/14 11:39,Return_to_owner,,Dog,Neutered Male,6 years,Beagle Mix,Tricolor,72,11
A679431,Maui,7/4/14 16:06,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,2,7
A705714,Bernie,6/27/15 8:36,Died,In Foster,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black/White,1,6
A715758,,11/10/15 11:57,Died,In Kennel,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,1,11
A688967,,9/28/14 9:00,Transfer,SCRP,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,4,9
A714072,Venus,10/21/15 12:03,Transfer,Partner,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Brown Tabby,1,10
A705116,,6/13/15 15:20,Transfer,Partner,Dog,Intact Male,2 days,German Shepherd Mix,Chocolate,0.066666667,6
A690367,Mittens,12/11/14 13:17,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Torbie,2,12
A691842,,11/10/14 16:36,Euthanasia,Suffering,Dog,Intact Male,5 months,Pit Bull Mix,Brown/White,5,11
A712645,,9/30/15 17:55,Adoption,,Dog,Neutered Male,1 year,Dalmatian Mix,White/Black,12,9
A699502,,4/1/15 15:52,Euthanasia,Suffering,Cat,Intact Female,1 year,Domestic Medium Hair Mix,Brown Tabby/White,12,4
A678032,Charlie,5/4/14 11:10,Return_to_owner,,Dog,Neutered Male,3 months,Great Dane Mix,Black/White,3,5
A665632,,10/29/13 11:09,Transfer,Partner,Dog,Neutered Male,3 months,Labrador Retriever Mix,Brown/Black,3,10
A703155,,5/22/15 9:00,Transfer,SCRP,Cat,Intact Female,10 months,Domestic Shorthair Mix,Torbie/White,10,5
A605191,Paloma,1/5/14 12:15,Return_to_owner,,Dog,Spayed Female,3 years,Great Pyrenees Mix,White,36,1
A689989,Solo,10/14/14 16:50,Return_to_owner,,Cat,Neutered Male,4 years,Manx Mix,Cream Tabby,48,10
A700208,,6/20/15 7:57,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,3,6
A694305,Chica,5/26/15 18:59,Return_to_owner,,Dog,Intact Female,8 months,Yorkshire Terrier Mix,Brown,8,5
A710825,Teo,8/29/15 18:48,Return_to_owner,,Dog,Spayed Female,2 years,Papillon,Tan,24,8
A700585,Boss,4/21/15 14:16,Return_to_owner,,Dog,Intact Male,2 years,Pit Bull Mix,Tan,24,4
A698438,Gidget,3/17/15 13:38,Adoption,,Dog,Spayed Female,6 months,Australian Cattle Dog/Alaskan Husky,Yellow,6,3
A574858,Hazel,3/26/14 16:47,Return_to_owner,,Dog,Spayed Female,4 years,Golden Retriever/Pit Bull,Yellow,48,3
A671885,Dixie,2/7/14 14:48,Transfer,Partner,Dog,Intact Female,2 years,Catahoula Mix,Brown Merle/White,24,2
A707928,Star,7/29/15 13:31,Transfer,Partner,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby/White,3,7
A699903,,4/15/15 18:16,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Blue Tabby,0.25,4
A701050,Noto,4/27/15 13:31,Transfer,Partner,Cat,Intact Male,4 years,Siamese Mix,Seal Point,48,4
A697241,Lily,2/20/15 14:57,Transfer,Partner,Dog,Intact Female,4 months,Beagle/Standard Poodle,Black/White,4,2
A694743,Oliver,1/26/15 16:12,Adoption,,Cat,Neutered Male,14 years,Domestic Shorthair Mix,Brown Tabby/White,168,1
A679429,Goose,6/25/14 12:04,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby,2,6
A669011,,12/12/13 18:17,Transfer,Partner,Dog,Intact Female,1 month,Border Collie/Labrador Retriever,Black/White,1,12
A668233,Mary,12/31/13 15:26,Transfer,Partner,Cat,Intact Female,2 months,Domestic Medium Hair,Black Tabby/White,2,12
A661684,Moose,12/1/13 15:14,Adoption,Foster,Cat,Intact Male,4 months,Domestic Shorthair Mix,Brown Tabby/White,4,12
A640810,Betsy,1/20/16 17:25,Return_to_owner,,Dog,Spayed Female,8 years,Chihuahua Shorthair/Dachshund,Black/Tan,96,1
A717755,Bettie,1/22/16 12:25,Adoption,,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Black/White,12,1
A715242,Baxter,11/2/15 18:47,Return_to_owner,,Dog,Neutered Male,5 years,Miniature Pinscher Mix,Black/Brown,60,11
A693455,,12/14/14 9:15,Adoption,,Dog,Neutered Male,2 years,Mastiff Mix,Tan/Black,24,12
A716517,,12/2/15 17:55,Return_to_owner,,Dog,Neutered Male,10 months,Labrador Retriever Mix,Chocolate,10,12
A713725,Chop,10/13/15 17:55,Return_to_owner,,Dog,Neutered Male,5 months,Rottweiler Mix,Black/Tan,5,10
A699177,Pixie,3/28/15 18:28,Adoption,,Dog,Spayed Female,3 years,Rat Terrier Mix,White/Tan,36,3
A715436,Maggie,11/7/15 19:02,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,White/Tan,2,11
A680067,Jerrico,6/21/14 15:42,Adoption,,Dog,Neutered Male,3 years,German Shepherd Mix,White,36,6
A684844,Basil,8/5/14 12:17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue,2,8
A706313,Carlton,8/22/15 13:21,Adoption,,Cat,Neutered Male,4 months,Domestic Longhair Mix,Black/White,4,8
A680539,Iris,7/12/14 13:47,Adoption,,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue,1,7
A669751,Ulrika,1/3/14 17:20,Transfer,Partner,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue Cream/Buff,12,1
A674314,Fred,3/16/14 18:36,Adoption,,Cat,Neutered Male,10 months,Domestic Shorthair Mix,Orange Tabby,10,3
A700508,Faline,5/3/15 12:05,Transfer,Partner,Dog,Intact Female,5 months,Chihuahua Shorthair Mix,Fawn/White,5,5
A489912,Jiggs,2/10/16 19:00,Adoption,,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Tan/White,120,2
A709874,,8/18/15 18:48,Adoption,,Dog,Neutered Male,1 year,Siberian Husky Mix,Gray/Brown,12,8
A692347,Charger,11/22/14 12:55,Return_to_owner,,Dog,Intact Male,2 years,Pit Bull Mix,Blue/White,24,11
A686533,,8/24/14 9:00,Transfer,SCRP,Cat,Intact Female,1 year,Domestic Shorthair Mix,Torbie,12,8
A694381,Stubs,12/30/14 18:09,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,3,12
A712032,,9/16/15 9:30,Euthanasia,Suffering,Cat,Intact Female,2 months,Domestic Shorthair Mix,Black,2,9
A693268,Eagle,1/30/15 19:08,Adoption,Foster,Dog,Neutered Male,1 month,Beagle/German Shepherd,Brown/Black,1,1
A699694,Albert,4/8/15 11:09,Transfer,Partner,Dog,Neutered Male,10 years,Pug,Black,120,4
A690910,Chip,11/2/14 13:29,Return_to_owner,,Dog,Neutered Male,1 year,Miniature Poodle Mix,Black,12,11
A695006,,1/11/15 16:54,Transfer,Partner,Dog,Neutered Male,10 months,Maltese/Miniature Poodle,White/Buff,10,1
A711657,Mina,11/15/15 15:33,Adoption,,Dog,Spayed Female,3 years,Pit Bull Mix,Black/White,36,11
A669128,,12/18/13 14:03,Transfer,SCRP,Cat,Intact Male,2 years,Domestic Shorthair Mix,Orange Tabby/White,24,12
A677945,Hilly,5/5/14 14:47,Adoption,,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Brown Tabby,36,5
A713022,,10/7/15 11:38,Transfer,Partner,Dog,Intact Male,3 months,Irish Terrier Mix,Red,3,10
A692787,,11/26/14 13:05,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Calico,0.25,11
A664995,,10/15/13 13:29,Transfer,Partner,Dog,Intact Male,1 weeks,Australian Cattle Dog Mix,Cream/White,0.25,10
A678712,Leelou,8/12/14 8:27,Adoption,Foster,Cat,Spayed Female,4 months,Snowshoe Mix,Lynx Point,4,8
A685233,Lil Bit,8/4/14 17:27,Return_to_owner,,Dog,Neutered Male,3 years,Miniature Schnauzer/Lhasa Apso,Tan,36,8
A709248,,8/6/15 14:30,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Blue Tabby,0.5,8
A690790,,10/31/14 13:31,Euthanasia,Aggressive,Dog,Intact Male,3 years,Pit Bull Mix,Blue/White,36,10
A696947,Paris,2/16/15 12:35,Return_to_owner,,Dog,Intact Female,8 years,Yorkshire Terrier,Black/Red,96,2
A685419,Hallie,8/16/14 12:06,Transfer,Partner,Dog,Intact Female,2 years,Chow Chow/Labrador Retriever,Red,24,8
A659071,Hailey,1/18/14 17:57,Adoption,Foster,Cat,Spayed Female,7 months,Domestic Shorthair Mix,Brown Tabby,7,1
A665659,Marie,11/22/13 17:26,Adoption,Foster,Cat,Spayed Female,2 months,Balinese Mix,Flame Point,2,11
A687316,Harpo,9/26/14 11:39,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Brown/White,24,9
A666286,Fiona,12/9/13 19:51,Adoption,Offsite,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White,2,12
A720585,Dog,2/14/16 16:56,Adoption,,Dog,Neutered Male,5 years,Chow Chow Mix,Red,60,2
A675338,Carlton,4/1/14 15:58,Euthanasia,Aggressive,Dog,Intact Male,8 years,Pit Bull Mix,White/Brown,96,4
A711796,,9/12/15 13:13,Return_to_owner,,Cat,Unknown,4 months,Domestic Shorthair Mix,Brown Tabby,4,9
A713460,,10/11/15 14:56,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Black/Brown,1,10
A680993,,6/11/14 12:22,Transfer,Partner,Cat,Intact Male,3 days,Domestic Shorthair Mix,Black,0.1,6
A678226,,5/6/14 15:58,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby/White,0.75,5
A689963,Ollie,10/13/14 11:11,Return_to_owner,,Dog,Spayed Female,8 years,Australian Cattle Dog Mix,White/Black,96,10
A708117,,7/24/15 9:00,Transfer,SCRP,Cat,Intact Female,3 months,Domestic Shorthair Mix,Calico,3,7
A681273,,6/14/14 14:07,Euthanasia,Suffering,Dog,Intact Female,2 years,Pit Bull Mix,Brown Brindle,24,6
A632107,Bootsie,10/27/15 15:26,Return_to_owner,,Dog,Spayed Female,5 years,Staffordshire Mix,Blue/White,60,10
A670827,Osita,2/19/14 13:02,Adoption,Foster,Dog,Spayed Female,1 year,Chihuahua Shorthair/Jack Russell Terrier,Chocolate/White,12,2
A589009,Rogue Momo,12/15/14 19:17,Return_to_owner,,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black,48,12
A674116,Scarlett,3/12/14 18:32,Adoption,,Dog,Spayed Female,5 months,Golden Retriever/Labrador Retriever,Red,5,3
A558438,Sasha,4/9/14 14:18,Return_to_owner,,Dog,Spayed Female,5 years,Chinese Sharpei Mix,Tan/White,60,4
A713453,,10/12/15 17:28,Adoption,,Dog,Neutered Male,2 years,Shih Tzu Mix,White,24,10
A683812,Squishy,8/19/14 11:39,Transfer,Partner,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black/White,36,8
A692611,Amber,11/30/14 13:49,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever/German Shepherd,Tan/White,12,11
A711186,Jody,9/11/15 15:10,Return_to_owner,,Dog,Neutered Male,7 years,Rat Terrier/Chihuahua Shorthair,White,84,9
A703290,,5/26/15 17:15,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,1,5
A667083,Double,11/20/14 11:40,Transfer,Partner,Dog,Neutered Male,1 year,Pit Bull Mix,Tricolor,12,11
A717425,Lauren,12/8/15 16:10,Transfer,Partner,Dog,Spayed Female,2 years,Pomeranian Mix,Buff,24,12
A671189,Janie,2/14/14 16:13,Adoption,Foster,Dog,Spayed Female,1 month,Australian Cattle Dog Mix,Tricolor,1,2
A564767,Diego,11/28/15 12:44,Return_to_owner,,Dog,Neutered Male,7 years,Miniature Schnauzer Mix,White,84,11
A704832,Kitty,8/29/15 19:24,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,3,8
A665312,Kanga,11/25/13 17:42,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie,3,11
A703522,Bella,6/8/15 17:03,Adoption,,Dog,Spayed Female,4 years,Miniature Schnauzer Mix,White,48,6
A668357,,12/11/13 18:05,Adoption,,Dog,Neutered Male,2 years,Norfolk Terrier Mix,White/Red,24,12
A698302,Max,4/5/15 18:02,Transfer,Partner,Dog,Neutered Male,3 months,Canaan Dog/Redbone Hound,Brown/White,3,4
A675086,Yoyo,3/23/14 13:35,Return_to_owner,,Dog,Spayed Female,11 years,Toy Poodle Mix,White,132,3
A636398,Ladybug,3/26/14 17:33,Adoption,,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan,12,3
A696538,Rosie,2/12/15 18:57,Adoption,,Dog,Spayed Female,3 months,Australian Cattle Dog Mix,Brown Merle/White,3,2
A666599,Allaster,11/16/13 12:27,Euthanasia,Behavior,Dog,Neutered Male,3 years,Pit Bull/English Bulldog,Red/White,36,11
A668789,Nelly,12/14/13 15:03,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White,2,12
A712400,Maximus,10/19/15 14:20,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,White/Black,24,10
A712926,Bella,10/8/15 16:26,Transfer,Partner,Dog,Spayed Female,10 months,Rat Terrier Mix,Tricolor,10,10
A703190,,5/21/15 15:46,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby,0.75,5
A697792,Menches,2/28/15 18:50,Return_to_owner,,Dog,Spayed Female,2 years,American Bulldog Mix,White/Brown Brindle,24,2
A684505,Rachel,8/9/14 13:15,Adoption,Foster,Dog,Spayed Female,10 months,Pug Mix,Sable,10,8
A671050,,1/22/14 15:14,Transfer,Partner,Dog,Intact Male,3 years,Chihuahua Shorthair Mix,Black/White,36,1
A675217,Spots,3/30/14 17:27,Adoption,,Dog,Neutered Male,1 year,Chihuahua Shorthair/Italian Greyhound,White/Black,12,3
A704449,Evelyn,8/26/15 13:42,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby,2,8
